title,features,description,price,average_rating,rating_number,itemId,all_reviews_text,metadata_text_count,has_review_text
$100 Mastercard Gift Card (plus $5.95 Purchase Fee),"['This card is non-reloadable. No expiration of funds. NO cash or ATM access. Cards are shipped ready to use.', 'Use your Mastercard Gift Card in the U.S. everywhere Mastercard debit cards are accepted, including online. Your Amazon.com Balance cannot be used to purchase Visa gift cards.', 'A one-time $5.95 purchase fee applies at the time of purchase. No fees after purchase (including dormancy, service or other fees).', 'This item is not eligible for refund or return. Available for sale within the United States only (not available to Puerto Rico residents). Additional shipping restrictions apply to Hawaii, Kansas, New Mexico, South Dakota, US Virgin Islands, Vermont, and West Virginia.', 'Do not provide any gift card details (such as the claim code) to someone you do not know or trust. There are a variety of scams in which fraudsters try to trick others into paying with gift cards. We want to make sure our customers are aware of potential scams that may involve asking for payment using gift cards. See ""Be Informed"" link at the top of the page to learn more.']",[],105.95,4.7,7209,73,"Easily used anywhere. [SEP] Recieved [SEP] It's a gift card. What more to say.  Unless the amazon reviewers don't like this either.  Go ahead reject another honest review [SEP] was a great Christmas gift [SEP] Convenient [SEP] ♡ [SEP] Tried to use card, they asked for 3 digit id # on back of card, it has none so I can't use the card to order over the phone, really sucks!!!! [SEP] Arrived on time.  As expected. Perfect [SEP] My grand-daughter requested cash for her birthday so I sent her one of these. Safer than sending cash in the mail. It arrived on time! [SEP] It was delivered a couple of hours early, which was so nice.  It was a special gift, so I was very happy with the delivery.",3,True
"T.G.I. Friday's Gift Cards, Multipack of 3","['Contains 3 plastic gift cards in your choice of design.', ""In Here, It's Always Fridays"", ""T.G.I. Friday's offers a unique dining experience that has become the favorite pastime of millions worldwide."", 'No returns and no refunds on gift cards.']","['T.G.I. Fridays, credited as being the first American casual dining chain, offers a unique dining experience that has become the favorite pastime of millions worldwide. T.G.I. Fridays, founded in 1965 in New York City, currently has over 590 restaurants in 47 U.S. states as well as in 54 countries around the world.']",30.0,4.6,139,506,"Great coworker gifts [SEP] Bought this for my direct reports for Christmas. They loved it [SEP] want $25 denominations for gifts not $30, else a 5 star for convenience and great impression for recipents [SEP] Quick arrival and good size denominations [SEP] Mmmm food [SEP] Whenever I see deals on Amazon like this one, I do not hesitate. You rarely get discounts on gift cards so twenty percent off on lightning deal made this a great buy. Everyone has to eat, and who doesn't love TGIFridays? [SEP] Not much that can go wrong here.  This product was exactly as described and well received when I gifted it! [SEP] I enjoy eating here, the food is great, and the service is quick.  I love all gift cards when it comes 3 in a pack due to, I travel a lot and they really come in handle instead using cash.  My niece and I love the $4 drinks specials.  Ask for my boy favorite bar tender Ta, Ta he is a great bar tender and server. [SEP] had fun [SEP] The item was opened on arrival ? I don’t understand why ?",3,True
Amazon.com Gift Card in Gold Hearts Box,"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",,4.9,6875,139,"Perfect gift to give someone so they can buy alittle treat for themselves thru amazon. Happy w hassle free, no guesswork on gift. [SEP] Great gift for those for whomever it is hard to buy [SEP] Very pretty presentation of a gift card [SEP] Ordered and received, exactly as planned. [SEP] Spends good! [SEP] A great way to get what you want. [SEP] gift card [SEP] Nice looking gift box. Only thing is I purchased this as a birthday present with same day delivery and then later on I got a message saying delivery was delayed and could take up to two days to arrive. Luckily I finally received it the following day late in the evening. [SEP] We love these Amazon Gift card boxes. we send each of the Grandkids a $50 card, and their parents help them pick out their goodies on the Amazon site. Really a big hit with the kids! [SEP] Great presentation",3,True
"Chili's Gift Cards, Multipack of 3","['Contains 3 plastic gift cards in your choice of design.', 'Brinker is dedicated to serving the world a great taste of life. Head to Chili\'s Grill & Bar for our sizzlin\' service & spiced-up favorites, On The Border for a vibrant antidote to the expected Mexican experience or Maggiano\'s Little Italy where our guests get ""more of everything"".', ""Redeem at retail location nationwide including Chili's Grill & Bar, On The Border, and Maggiano's Little Italy."", 'No returns and no refunds on gift cards.']",[],30.0,4.9,299,541,"One card did not have any value to it [SEP] Its a GC! [SEP] These were gifts [SEP] Great gift for Xmas [SEP] loved it [SEP] I love buying gift cards online!  So easy!  Perfect to have around for gifts. [SEP] I like that they are split.  Great for gifts. [SEP] I will use as gifts, always happy with quality at Chili’s [SEP] They are gift cards. [SEP] I enjoy eating here, the food is great and the service is quick.  I love all gift cards when it comes 3 in a pack due to I travel a lot and they really come in handle instead using cash.",3,True
Amazon.com Gift Card in a Dot Box (Classic White Card Design),"['Gift Card is affixed inside a box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",,4.9,2185,89,"Can't complain about it. [SEP] Who doesn't love to receive money? This is essentially money in a classier form that lets the recipient choose her gift, from socks to books to cosmetics to nutrition bars and so much more from a to z. The card is snugly placed in a pretty gift box with ribbon -- no wrapping necessary -- it's already beautifully wrapped. [SEP] Such a adorable gift box with an added bonus of a ribbon bow at no extra charge. It arrived quickly and will buy again. [SEP] Sent as a gift - which was much appreciated. I did get a chance to see the really cute little box it came in. And it was fun to hear what was purchased with this 'birthday money'. [SEP] its money [SEP] Perfect gift. Small box thought and the price is not listed. [SEP] Love buying the amazon gift cards that come in it’s decorated boxes.  Always a quick and easy solution to giving someone a guaranteed win win gift. [SEP] My 10-yesr-old granddaughter absolutely loved the gift card! [SEP] Makes the perfect gift. [SEP] Grown children always asking for handouts.  This is another way to pay - it - forward with love.",3,True
JCPenney Gift Card,"['Retail stores located nationwide. Redeem online and in-stores.', 'jcpenney offers a wide array of brands at smart prices including family apparel, home furnishings, fine jewelry, footwear, accessories and beauty products and services.', 'No returns and no refunds on gift cards.']","['JCPenney, one of America’s leading retailers, operates more than 1000 department stores throughout the US and PR. JCPenney offers a wide array of brands at smart prices including family apparel, home furnishings, fine jewelry, footwear, accessories and beauty products and services.']",200.0,4.8,2010,74,"I like that I can buy gift cards online. I had no trouble using this card in the store. [SEP] Great gift card to use shopping for affordable cloths at JCPenny. 20% off only available on Amazon. What a great Thanksgiving purchase. [SEP] It's a gift card. I love JCP, so this is a great gift. [SEP] My family and I love JC Penny.  Their gift cards do not expire. [SEP] Gift for a young lady and this is so easy. [SEP] I love JCPENNY jeans!  Buying the giftcard at less than face value is a great savings. Pare it with coupons for added savings! [SEP] I used this the day after I got it and had no problems. I am satisfied [SEP] What's not to love? I bought this $50 gift card on a lightning deal for $40. Winning! [SEP] What's there to say? It is a gift card. [SEP] Always love finding gift cards for stores I shop regularly on lightning deals!  Love the savings for stores I'm already going to be spending money at.",3,True
Chick-fil-A Gift Card $50,"['Usable for purchases of food, beverages, or merchandise at participating Chick-fil-A Restaurants in the U.S. only.', 'Redemption: In-Store and In-App.', 'No returns and no refunds on gift cards.']",['Give the Gift of Chicken!'],,4.9,1884,157,Loved [SEP] Can’t go wrong with this card [SEP] I was able to transfer the amounts from this card to the app.  It is very convenient and easy to use.  Great foold. [SEP] We love chick fa la [SEP] Bought for co-worker's daughter graduation gift. [SEP] Gift [SEP] Chick fa lay.  wooooooo. [SEP] Perfect gift but I wish there would have been a discount like the card I ordered from Sam's Club. [SEP] Easy way to get gift cards. [SEP] My kids and grandkids love Chick-fil-A! This was used very quickly,3,True
Olive Garden Gift Card,"['Olive Garden offers an award-winning wine list and a range of delicious Italian dishes inspired by our Culinary Institute of Tuscany in Italy.', 'Darden Restaurants gift cards can be redeemed at any Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, or Yard House in the U.S.', 'Redemption: In-Restaurant and Online To Go.', 'No returns and no refunds on gift cards.']",['Food Gifts'],25.0,4.9,9154,196,"Olive Garden overcharged their customers for worst food they made. Upon arrival at a local Olive Garden branch in October 2014, my friends and I saw only a few customers sit there so we should be assigned a seat quickly. There were several welcoming representatives just talking to each other and one told us that we had to wait at least 20 minutes to get seated.<br /><br />After the dirty and sour meal, we were overcharged and were forced to pay 20% service fee as tips. If it's a good meal and service, we might pay more than 30% of dinner price as tip but we had a horrible dining experience in Olive Garden. After all, we would never visit Olive Garden again because such a bad restaurant kept ripping people off. I have seen bad reviews on this restaurant from other people on other sites too. [SEP] If you know someone who like Olive Garden, this is a fun gift to give them.  It makes them treat themselves and splurge a little bit.  And maybe they will take you with them when they go to Olive Garden. [SEP] Great [SEP] Perfect !! [SEP] Purchased 2 gift cards and they both worked with no problems. I did call the number on the back of the cards just to double check the balance. [SEP] My mom got me a gift card. Who can say no to free food? :) [SEP] With this card you can purchase the most amazing soup, salad and bread sticks available at any Olive Garden. [SEP] Great way for my grandchildren to take their Dad out on his birthday! [SEP] Christmas gift.  Can be used at 5 or 6 different restaurants.  Nice gift! [SEP] 5 stars",3,True
Amazon.com Gift Card in a From All of Us Pop-Up Box,"['Gift Card is affixed inside a gift box', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']",[],,4.8,1045,362,"Great gift choice [SEP] Quality Product [SEP] This Amazon gift card came in a cute pop-up box.  The box alone would have cost at least $5; however, it was included in the price of the gift card. The top of the box has a ribbon, so it's all ready to be presented to an animal lover or someone special. [SEP] I was supposed to be credited a promo of $15 for purchasing a $50 Amazon Gift Card and I never received it. Surprise, surprise. Amazon is ""all about the customer"" and then falls short. Continuously. [SEP] Excellent product [SEP] Super cute and comes looking like a nice wrapped box. [SEP] Ease with a gift certificate [SEP] The gift is perfect and the message is 'generic' enough. We used it for gift from a bunch of family members for a grad celebration. [SEP] It is a gift card so ya [SEP] Gave as a gift for my granddaughter. She kept the cute container after she used the gift card.",3,True
Amazon.com Gift Card in a Diamond Plate Tin (Classic Black Card Design),"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card. Gift card is attached to a folded blank greeting card and is packed in an individual 5.25 x 7.25 inch envelope. Envelope is delivered sealed. An additional 5 x 7 inch unsealed envelope is also provided.""]",,4.8,4369,243,"Great metal tin, a birthday gift for my son who works with metal. Perfect, right? [SEP] Fast and accurate! [SEP] It is a great way to deliver a gift card. [SEP] Prompt and looking good. [SEP] Perfect for a man gift. Always nice to have a little container to use after they get their money treat. [SEP] How cool is this gift box.  For the guy that likes to work in his garage.  Can't beat it! [SEP] It arrived on time and the packaging was just right, because we wanted a masculine and sophisticated look.  It was a birthday present for an older gentleman. [SEP] I bought it as a gift for my little brother that loves AMAZON, I was a little skeptical because it's a gift card but it came in-perfect and it was super cute. HE loved it! [SEP] Hubby said &#34;cool case!&#34; And I was pleased not to have another thing to wrap. Win-win. [SEP] just as described. arrived on time",3,True
Kmart Gift Card,"['Visit one of our 3,000 participating Kmart and Sears locations. Present the gift card for redemption at most any register. See an associate for details.', 'Redeemable at over 3,000 retail locations and online.', 'Discover unexpected values on top-quality products and everyday items for your home and family at Kmart', 'No returns and no refunds on gift cards.']","['Discover unexpected values on top-quality products and everyday items for your home and family at Kmart. Redeemable at over 3,000 retail locations and online.']",,4.5,104,381,"Kinda hard to write a review about a gift card... [SEP] exactly what I wanted [SEP] Always an appreciated gift. [SEP] Worked great! [SEP] it works [SEP] ok [SEP] KMART Sucks [SEP] Love kmart! [SEP] as described [SEP] Great, lightning fast shipping, thank you as always!",3,True
Sephora Gift Card,"['Sephora offers a vast and diverse selection of prestige beauty products online and in our 250 stores nationwide.', 'From classic brands like Clinique, Bare Essentials, Dior and Philosophy to hard-to-find brands like MAKE UP FOR EVER and Fresh, you have easy access to over 13,000 products and more than 200 brands.', 'Card is redeemable for merchandise sold at Sephora stores, on online, or at Sephora inside JCPenney stores.', 'No returns and no refunds on gift cards.']","['Sephora offers a vast and diverse selection of prestige beauty products including makeup, skincare, and fragrance online and in our 250 stores nationwide. From classic brands like Clinique, Bare Escentuals and Philosophy to hard-to-find brands like Dior and Too Faced, you have easy access to over 13,000 products and more than 200 brands.']",75.0,4.8,14740,99,"Sometimes I just don't know what to buy for my wife as a gift, and learned recently that she can always appreciate a gift card. Sometimes we feel uncomfortable blowing $50 or $100 on perfume or makeup. So when you get a free gift card, it's a guilt free shopping spree.<br /><br />I see some reviews complaining about activation, which may be nonsense. I have purchased this many times without any issues. Comes already activated and money on it. It's ready to be used in stores or online.<br /><br />Makes a wonderful gift for that special person in your life. [SEP] I love Sephora but $25 don’t go far in Sephora. [SEP] As a makeup and skin care junkie, I love Sephora! Yes, this was a gift to myself.<br />Since the pandemic, my primary way of shopping is online, and between Amazon and Sephora as well as a few of the top department stores, I get to feed my addiction for makeup and skincare.<br />Easy to buy, and absolutely no snags with this transaction. I would do this again! [SEP] As advertised [SEP] This is a Christmas gift [SEP] fast delivery and card worked [SEP] My daughter loved using this card for the great products they have at Sephora !!!!! [SEP] This was a gift, and as far as I know, she loved it! [SEP] Very convenient. [SEP] A gift for a Sephora lover.",3,True
Mastercard $50 Gift Card (plus $4.95 Purchase Fee),"['This card is non-reloadable. No expiration of funds. NO cash or ATM access. Cards are shipped ready to use.', 'Use your Mastercard Gift Card in the U.S. everywhere Mastercard debit cards are accepted, including online. Your Amazon.com Balance cannot be used to purchase Visa gift cards.', 'A one-time $4.95 purchase fee applies at the time of purchase. No fees after purchase (including dormancy, service or other fees).', 'This item is not eligible for refund or return. Available for sale within the United States only (not available to Puerto Rico residents). Additional shipping restrictions apply to Hawaii, Kansas, New Mexico, South Dakota, US Virgin Islands, Vermont, and West Virginia.', 'Do not provide any gift card details (such as the claim code) to someone you do not know or trust. There are a variety of scams in which fraudsters try to trick others into paying with gift cards. We want to make sure our customers are aware of potential scams that may involve asking for payment using gift cards. See ""Be Informed"" link at the top of the page to learn more.']","['Mastercard Gift Cards are the ideal gift – to give and receive. When you give a Mastercard Gift Card, your gift is the perfect choice for any occasion including holidays, birthdays, graduations, anniversaries, or any other celebration. Shop online and make purchases anywhere Debit Mastercards are accepted in the U.S. Purchase a Mastercard Gift Card and your gift will be perfect every time.']",54.95,4.6,288,92,"Shows up in one day, it was activated and usable the same day it arrived. This is a standard prepaid ""debit card"". Useable anywhere MasterCard is accepted. [SEP] Fast. Reliable. And arrives the next day (if you pay attention to the shipping information). [SEP] How can you go wrong with a gift card!!! [SEP] The gift card is fine.  I have a problem with what the delivery person claimed....""handed directly to customer"".  It was not...it was left on my front steps without even a doorbell notification.  I was home all day and found it by coincidence. [SEP] Worked perfectly for my son’s birthday! [SEP] Would be great without the extra fees but needed a wedding gift [SEP] This was a gift, they seem satisfied [SEP] Just a gift card I gave to my grandson [SEP] I always order these as gifts.  Always arrive on time.  Very easy to use. [SEP] What can I really say it's a gift card of course they loved  it. But one thing what they did say is that it didn't work some places.",3,True
Old Navy Gift Card,"['The Gift Card may be redeemed for merchandise at any Gap, Old Navy, Banana Republic, or Athleta location, including Outlet and Factory stores.', 'Redemption Instore and Online', 'A Giftcard is the perfect gift that always fits - for Birthdays, Anniversary, Thank Yous or any special celebration.', 'No returns and no refunds on gift cards.']",[],25.0,4.9,5549,115,Great gift! [SEP] just like money [SEP] My daughters love to shop here. Comfort clothes. [SEP] Purchased card for my daughter. The card arrived on time. [SEP] Used this for a gift [SEP] Perfect gift arrived on time! [SEP] Excellent product and great service! [SEP] I love old navy for myself so I bought my niece a gift card for Christmas. [SEP] Its Old Navy.... need I say more [SEP] great,3,True
Jason's Deli Gift Card,"[""Jason's Deli gift card - Home of big healthy sandwiches, salads, soups and catering."", 'Enjoy a great dining room experience with us.', ""Valid at any Jason's Deli"", 'No returns and no refunds on gift cards.']","[""$ 25.00 Jason's Deli gift card - Home of big healthy sandwiches, salads, soups and catering. We're just a phone call or an online order away. Enjoy a great dining room experience with us. We cater and deliver all of our food for meetings or home events every day of the week. We also have a great kids menu at all of our delis.""]",25.0,4.8,323,448,"Jason's Deli is my go to restaurant. My sister and I are gluten free. Unfortunately, we live in an area where it's difficult to find gluten free lunch items. Not only does Jason's offer gluten free items, they are sensitive to our gluten free needs. They make every effort to make sure our food is not contaminated by gluten. They change their gloves, they give us bagged chips so as to make sure they don't get contaminated with gluten, they put our soup in special cups etc.<br />It's hard to find that commitment and concern to our special needs anywhere else. On top of all that, they have the best staff. Everyone is helpful and friendly. [SEP] Nice gift card [SEP] great gift [SEP] Great gift to use for a delicious meal. [SEP] Gave this to my son for part of his Christmas stocking.  He loves Jason's  Deli and was thrilled. [SEP] Got here very fast and the family I bought it for will be most happy to get out and use it. [SEP] Jason’s Deli gift cards are awesome. Love them ! [SEP] Ordered this for a Christmas Gift.  I received it fast and it was a typical gift card. [SEP] Love the food and love Jason's deli! [SEP] It’s a gift card, did what it was supposed to",3,True
Aeropostale Gift Card $50,"['Use your Aéropostale Gift Card at any Aéropostale or P.S. from Aéropostale store or online.', 'Aéropostale, Inc. is a mall-based, specialty retailer of casual apparel and accessories.', 'Over 900 Aéropostale stores across the United States, Puerto Rico, and Canada, over 70 P.S. from Aéropostale stores in the United States', 'Amazon.com Gift Cards cannot be used as a method of payment for this item.', 'No returns and no refunds on gift cards.']","['Aéropostale®, Inc. is a mall-based, specialty retailer of casual apparel and accessories, principally targeting 14 to 17 year-old young women and men. The company provides customers with a focused selection of high-quality, active-oriented, fashion and fashion basic merchandise at compelling values. Aéropostale® maintains control over its proprietary brands by designing, sourcing, marketing and selling all of its own merchandise.']",,4.7,41,161,"fast delivery and card worked [SEP] Gift for daughter-in-law. [SEP] Bought this as a lightning deal for $40, I love gift cards! [SEP] It's a gift card.. What more to say it had the money on it. Worked<br /><br />Great seller<br /><br />I approve this message! [SEP] My niece was very happy to have this for school clothes. [SEP] Bought for my son he loves this store.He always needs clothes or other things from there so this makes him happy [SEP] Gift cards at a discount are always a good thing. Keep it up Amazon [SEP] It is a easy to use. [SEP] Granddaughter liked it. [SEP] Lots of Christmas enjoyment in a little flimsy plastic card.",3,True
Bass Pro Shops Gift Card,"['A perfect gift for your favorite outdoor enthusiast for any occasion.', 'Gift Cards can be redeemed for online purchases, catalog orders, and purchases made at Bass Pro Shops retail stores.', 'In addition the gift card can be redeemed at Big Cedar Lodge and Islamorada Fish Company.', 'No returns and no refunds on gift cards.']","['Give a Bass Pro Shops Gift Card to your favorite outdoor enthusiast. Gift Cards can be redeemed for online purchases, catalog orders, and purchases made at Bass Pro Shops retail stores.']",100.0,4.9,10245,224,"arrived and used without issues [SEP] He loves Bass pro, these are perfect and easy to use! [SEP] Works [SEP] Great gift for anyone you love that is an outdoor sports person! [SEP] Great looking card@@ [SEP] I assume that this gift was enjoyed by the one given it. She used one before. I heard no complaints as she loves to fish and this is something she can utilize for buying fishing supplies. [SEP] Bought for my dad in another state he used it and it was so easy [SEP] A fun place to go, lots to see! [SEP] Easy to purchase [SEP] Great purchase.",3,True
"Amazon.com $15 Gift Cards, Pack of 3 (Holiday Globe Card Design)","['Contains 3 Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon Gift Cards are the perfect way to give someone exactly what they're hoping for. Recipients can choose from millions of items storewide. Amazon Gift Cards never expire, so they can buy something immediately or wait for that sale of a lifetime.""]",45.0,4.9,2065,261,"The classic &#34;I don't know what to get you&#34; gift, it's hard to go wrong with gift cards.  These are sturdy, and I suspect that they will last far longer than the 15 dollars in purchases they will each make.  Just like the picture, they have a holiday globe on them.  Since Amazon carries pretty much everything, your family and friends can use these to buy toilet paper - thereby wiping themselves with your fine gift. [SEP] gift [SEP] whats not to like. [SEP] An Amazon gift card?  What's not to love!  If everyone in my family gave me one of these for Christmas and my birthday, I would be a very happy lady. [SEP] always handy. [SEP] Great if you are gifting a card to several people. [SEP] Very nice giftpack of cards. Good for when you want to give a little something.  Great teacher gifts, and stocking stuffers [SEP] Good [SEP] Teacher gifts. Arrived early. Cute deisgn. Everyone loved them. [SEP] Now who wouldn't want an Amazon gift card?! I buy a bunch of these around the holidays as gifts, my family loves them.",3,True
Fandango Gift Card,"['Redemption: Online', 'Available for use at your favorite theater, thousands of theaters nationwide', 'Perfect gift for the movie enthusiast, holidays, birthdays or just to say thanks!', 'Card is redeemable only for purchase of movie tickets and associated convenience fees or purchase or rental of content on Fandango and participating Fandango apps', 'No returns and no refunds on gift cards']",[],50.0,4.8,2292,126,"Great item for the movie lovers in your life. The only complaint is the surcharge you pay in addition to your movie tickets; however, it is quite convenient for booking a movie in a theatre that has reclining seats. [SEP] This is a great gift for any family member. It is convenient and easy to use. [SEP] I repeat do not buy.  I don't know how it works for movie tickets. My issue is with renting. I tried everything possible to figure out how to rent a movie. I sent an email for help. No reply. I waited twice on website chat. No representative. Don't risk buying it. It may be great for some. I wouldn't take a chance if this is for a gift. [SEP] The movie ticket worked on both FandangoNow and Fandango website. If you use it to buy digital movies on FandangoNow, sometimes they ran promotion with other onsite movie sponsors for a free promotional movie ticket.<br /><br />Update on 6/30/2017, as this gift card only can be used without any other promo code available from Fandango, FandangoNow, or any other parties. [SEP] These gift cards are so difficult to use. Seriously, just give people money. [SEP] great! [SEP] I am re-reviewing this product since Amazon pulled the option (which is the same item: Fandango Gift Card) that had all the negative reviews.<br /><br />Buyer beware! Fandango created a business to make it easier to purchase movie tickets online. The idea is good, but there are so many opportunities for things to go wrong and Fandango Customer Service is beyond terrible. The chances of getting burned by buying this product is very high. Since Fandango is a separate company than the theaters they deal with, you have to deal directly with Fandango if there are any issues with your tickets- the theaters cannot (and will not) help you. Fandango redeemed a $50 gift card we had and never issued tickets; when we called customer service, we were on hold for almost an hour (during which time the movie we were trying to see started). After having no luck on the phone, I filed an online complaint. It took several days for them to get back to me (in the meantime, I called again the next day and was able to get through after about a 20 minute wait). Fandango refused to issue a refund because their policy is that refunds need to be requested before the start of the show. I'd like to know how that is even possible if customer service reps don't answer the phone and don't respond to emails for days. They figure people redeeming gift certificates won't push the issue since it was a gift (not their money). There are hundreds of negative reviews about this company. Do some research before purchasing. Movie gift cards are nice, but I'd suggest going through the actual theater so that someone can assist if something goes wrong. Fandango just wants to steal your money. [SEP] They charge a fee for each ticket you buy. Just go directly to theatre websites and use a gift card to avoid all fees (not a fandango one, the specific companies). [SEP] Why on earth would anyone want this crap - charging an extra $2.00 for each ticket as a ""Convenience"" fee!!!!!!!  I wan not aware of this - shame on misleading people into thinking they are giving a gift of ree movies - you're lucky if that $25 buys 2 tickets.  I will NEVER - and i do mean never - purchase fandango again - this is a rip off [SEP] Great x-mas gift for all",3,True
"Starbucks Gift Cards, Multipack of 8","['Contains 8 plastic gift cards in your choice of design.', 'Starbucks Cards redeemable at most SB locations', 'It’s a great way to treat a friend. It’s a convenient way to pre-pay for your own regular purchases.', 'Amazon.com Gift Cards cannot be used as a method of payment for this item.', 'No returns and no refunds on gift cards.']",[],,4.8,431,574,"Gift Card [SEP] Starbucks is Starbucks! [SEP] well, me, i personally don't drink coffee but these gift cards were great for my friends that do....and i dont' have to go with them for them to enjoy ! [SEP] LOVE IT [SEP] This bundle will help with gifts this Christmas at the office. [SEP] who wouldn't want one or two of these [SEP] Arrived SUPER fast. Great for Christmas gifts! [SEP] Everyone uses Starbucks gift cards [SEP] Awesome gift, easy process!! Love it!! [SEP] Fast delivery and great gift for teAchers etc",3,True
BJ's Restaurant Gift Card,"['Enjoy delicious, innovative spin on your favorite foods, including deep dish pizzas, salads, sandwiches, pastas, steaks, and so much more.', 'Redeemable at participating BJs Restaurants nationwide and online.', ""BJ's Gift Cards make perfect gifts for holidays, anniversaries, birthdays or any special occasion."", 'No returns and no refunds on gift cards.']","[""If you're searching for a fun, high energy restaurant with delicious food, BJ's Restaurants are an excellent choice. With signature deep dish pizzas, garden-fresh salads, sandwiches, burgers, signature pastas and entrÃ©es; BJ's has something for everyone. Of course, everything tastes better paired with one of BJ's award-winning handcrafted beers.""]",25.0,4.9,698,404,"As described [SEP] perfect [SEP] GOOD PRODUCT AND AN EASY TRANSACTION [SEP] easy way to enjoy this excellent restaurant,food is really good.amazon makes it easier. [SEP] Gift card is for a Christmas gift and was supposed to have a gift message, but it did not.  This is not a big deal, but it should have been as ordered. [SEP] good place [SEP] BJ's Restaurant isn't everywhere but is an excellent place to eat and I and my significant other got this for my mother-in law and his mother for mother day. [SEP] :) great gift [SEP] Great card but i should have bought it at BJ’s and got the extra 10.00 free card. [SEP] Worked",3,True
DSW Gift Card,"['Caution: This gift card may cause extreme joy.', 'Designer shoes, warehouse prices.', 'DSW Gift Cards can be used to purchase merchandise online or from any DSW store in the USA.', 'No returns and no refunds on gift cards.']",[],25.0,4.9,2088,170,fast delivery and card worked [SEP] Worked perfectly!!! [SEP] Xmas stocking stuffer. Loved it [SEP] My mother in-law loves her shoes [SEP] Fast [SEP] Gift [SEP] Great product...shipping is fast .. [SEP] Granddaughter loved picking out her own shoes. [SEP] Great birthday present used at store no problem [SEP] Looking forward to shopping for shoes,3,True
QVC Gift Card,"['The QVC Branded Gift Card, issued by CARDCO CXXVII, Inc., is a great gift for a friend or family member or a convenient way to prepay for your own purchases.', 'Not reloadable. Safeguard the card. It will not be replaced if lost or stolen', 'No returns and no refunds on gift cards.']",[],50.0,4.6,845,142,"My mother in law requested this as a gift for christmas. Im not one to buy gift cards because part of the enjoyment for me is to buy people actual gifts, but she enjoys watching qvc so we got her a few small things and this $25 gift card. [SEP] Cant go wrong with a gift card. [SEP] Arrived as describe. [SEP] Perfect card for the QVC addict....Kinda hard to write a review about a gift card... [SEP] Purchased as a gift. [SEP] Best gift to a long time  QVC consumer ! [SEP] got them in 2 days just like promised, would definitely  order again. [SEP] I love to get my qvc gift cards here . I give them as gifts. [SEP] Got two of these as gifts. At the time of purchase, I thought QVC had only higher dollar value cards but a recent check shows I was wrong. However I like the convenience of Amazon and fast arrival of the order. [SEP] HAPPY WITH PURCHASE",3,True
